"effective_location.code","instances.title","items.barcode","items.effective_call_number","items.effective_shelving_order","items.item_level_call_number","items.id","items.last_check_in_date_time","items.status_name"
"dmdvd","This changes everything / Filmbuff ; Alfonso CuaroÌn presents ; a Klein Lewis and Louverture Films production in association with Dillywood, Bertha Foundation, Jaya Media Fund ; an Avi Lewis film ; produced by Avi Lewis and Joslyn Barnes ; producer, Anadil Hossain ; directed by Avi Lewis.","31293000000000","HC79.E5 T48 2015 VideoDVD, 1","HC 279 E5 T48 42015 VIDEODVD 11","HC79.E5 T48 2015 VideoDVD","48257699-f5e0-5b5a-87a9-483be81935a5","","Available"
"dmdvd","Marilyn Waring presentation at MSU, October 30, 1998.","31293033055249","HC79.E5 W37 1998 Videocassette, 1","HC 279 E5 W37 41998 VIDEOCASSETTE 11","HC79.E5 W37 1998 Videocassette","1d9e8f8a-606d-514c-b036-f5e29721566e","","Available"
"dmdvd","The End of poverty? : think again / Cinema Libre Studio ; Robert Schalkenbach Foundation ; producer, Beth Portello ; written and directed by Philippe Diaz.","31293000000000","HC79.P6 E533 2010 VideoDVD, 1","HC 279 P6 E533 42010 VIDEODVD 11","HC79.P6 E533 2010 VideoDVD","c284d450-e743-579e-8504-3f78f3977e15","","Available"
"dmdvd","Screening the poor 1888-1914.","31293000000000","HC79.P6 S37 2011 PAL VideoDVD, 1","HC 279 P6 S37 42011 PAL VIDEODVD DISCS 11 12 BOOKLET 11","HC79.P6 S37 2011 PAL VideoDVD","953069bb-7594-5b96-bc63-caf80c4d1f34","45007","Available"
"dmdvd","Carbon rush / writer, director: Amy Miller ; producers, Byron A. Martin, Amy Miller.","31293000000000","HC79.P55 C373 2022 VideoDVD, 1","HC 279 P55 C373 42022 VIDEODVD 11","HC79.P55 C373 2022 VideoDVD","82c3a6cd-2b74-4aa8-ad38-c9c81c674483","45609","Checked out"
"dmdvd","Poverty, Inc. / Ro*co Films ; Brainstorm Media ; Tugg ; Acton Media presents a Poverty Cure production in association with Coldwater Media ; producers, James F. Fitzgerald, Jr., Michael Matheson Miller ; written by Jonathan Witt, Michael Matheson Miller, Simon Scionka ; directed by Michael Matheson Miller.","31293000000000","HC79.P63 P683 2015 VideoDVD, 1","HC 279 P63 P683 42015 VIDEODVD 11","HC79.P63 P683 2015 VideoDVD","513cca01-205a-5c9f-bf04-04ce04e5599b","","Available"
"dmdvd","The queen of Versailles / Magnolia Pictures and Evergreen Pictures present ; in co-production with Plus Pictures, DR, VPRO ; a Lauren Greenfield film ;  producers, Lauren Greenfield, Danielle Renfrew Behrens ; directed by Lauren Greenfield.","31293000000000","HC102.5.A2 Q44 2012 VideoDVD, 1","HC 3102.5 A2 Q44 42012 VIDEODVD 11","HC102.5.A2 Q44 2012 VideoDVD","53a2399d-d53f-5b3b-bb63-8f11db5538d2","","Available"
"dmdvd","Melvin and Howard / Universal ; a Linson/Phillips/Demme production ; written by Bo Goldman ; produced by Art Linson and Don Phillips ; directed by Jonathan Demme.","31293000000000","HC102.5.H8 M45 2004 VideoDVD, 1","HC 3102.5 H8 M45 42004 VIDEODVD 11","HC102.5.H8 M45 2004 VideoDVD","662c1e9e-f214-5cb0-b1cb-1889362110c3","","Checked out"
"dmdvd","Inequality for all  / a 72 production ; produced by Jen Chaiken and Sebastian Dungan ; directed by Jacob Kornbluth.","31293032609145","HC103 .I54 2014 VideoDVD, 1","HC 3103 I54 42014 VIDEODVD 11","HC103 .I54 2014 VideoDVD","11845ad9-5014-556a-b06c-9f68bff8b24c","","Available"
"dmdvd","The films of Pare Lorentz / Pare Lorentz.","31293000000000","HC106 .F54 2010 VideoDVD, 1","HC 3106 F54 42010 VIDEODVD 11","HC106 .F54 2010 VideoDVD","edbc9cd2-8330-5e8d-90bf-276e2b99294a","","Available"
"dmdvd","Moyers & company. Inequality for all / producers, Gail Ablow [and four others] ; written by Bill Moyers, Michael Winship ; director, Elvin Badger ; a production of Public Affairs Television, Inc. ; presented by Thirteen in association with WNET.","31293000000000","HC106.84 .M694 2013 VideoDVD, 1","HC 3106.84 M694 42013 VIDEODVD 11","HC106.84 .M694 2013 VideoDVD","68c2e31c-d0b5-5eca-8c9c-9ad572f15b2d","","Available"
"dmdvd","To right these wrongs : the North Carolina Fund and the battle to end poverty and inequality in 1960s America / Robert R. Korstad and James L. Leloudis ; with photographs by Billy E. Barnes.","31293000000000","HC107.N83 P634 2010, 1","HC 3107 N83 P634 42010 VIDEODVD 11","HC107.N83 P634 2010","c340d638-c141-5134-8469-6b82883c8c39","","Available"
"dmdvd","Affluenza / producers, John de Graaf, Vivia Boe ; writer, John de Graaf ; a co-production of KCTS Television and Oregon Public Broadcasting.","31293000000000","HC110.C6 A34 2005 VideoDVD, 1","HC 3110 C6 A34 42005 VIDEODVD 11","HC110.C6 A34 2005 VideoDVD","8bc22253-3093-5523-9a5f-44e85009ff79","","Available"
"dmdvd","Politics, people, and pollution / from WNET/New York and WTTW/Chicago ; produced by Kathleen Hughes ; director, Joseph Camp ; executive producer, Howard Weinstein ; a production of Public Affairs Television.","31293000000000","HC110.E5 P646 2006 VideoDVD, 1","HC 3110 E5 P646 42006 VIDEODVD 11","HC110.E5 P646 2006 VideoDVD","9492e7eb-e16f-55f4-9b12-354ee18d568a","","Available"
"dmdvd","Who's the enemy? / production of the WGBH Science Unit.","31293000000000","HC110.H53 W47 1992a VideoDVD, 1","HC 3110 H53 W47 41992A VIDEODVD 11","HC110.H53 W47 1992a VideoDVD","2329b3f3-a9f0-5eea-9cbf-b404cbe55adf","","Available"
"dmsdv","Breaking ice : renewable resource and ocean management in the Canadian north / edited by Fikret Berkes [and others].","31293029063231","HC117.N48 B74 2005, 1","HC 3117 N48 B74 42005 VIDEO DVD 11","HC117.N48 B74 2005","039824e8-db95-5e49-b304-bd839e06aaf0","","Available"
"dmdvd","Mexico, the frozen revolution = MeÌxico, la revolucioÌn congelada / Macondo Cine, Gleyzer Films.","31293000000000","HC135 .M494 2007 VideoDVD, 1","HC 3135 M494 42007 VIDEODVD 11","HC135 .M494 2007 VideoDVD","e651dc32-9f07-580a-8be6-a00900fcaadd","","Available"
"dmdvd","Neighbors : the U.S. and Mexico / InterAmerican Satellite presents ; a film by Jesus Salvador TrevinÌƒo and Jose Luis Ruiz ; WNET/Thirteen in association with KCET-TV, Los Angeles ; [directors, Jesus Salvador TrevinÌƒo, Jose Luis Ruiz].","31293000000000","HC135 .N45 2005 VideoDVD, 1","HC 3135 N45 42005 VIDEODVD 11","HC135 .N45 2005 VideoDVD","a3dc6ed1-60c2-5cb9-9432-9641cd7eb56a","","Available"
"dmsdv","Tierra de dos tiempos : diagnoÌstico de la pobreza en Huehuetla y Hueytlalpan / Gerardo Reyes GuzmaÌn, coordinador.","31293000000000","HC138.H84 T54 2010, 1","HC 3138 H84 T54 42010 VIDEODVD 11","HC138.H84 T54 2010","92dd0a73-3f55-5cd6-b2f7-eb9bc33c49f8","","Available"
"dmdvd","Everyone their grain of sand / Phoenix Productions ; produced and directed by Beth Bird.","31293000000000","HC138.T52 E84 2005 VideoDVD, 1","HC 3138 T52 E84 42005 VIDEODVD 11","HC138.T52 E84 2005 VideoDVD","8716db42-9551-5ced-a223-a84ce320cabe","","Available"
"dmdvd","Saving the Ayuquila River = Salvando el RiÌo Ayuquila.","31293000000000","HC140.P55 S28 2005 DVD, 1","HC 3140 P55 S28 42005 DVD 11","HC140.P55 S28 2005 DVD","600fa5f0-344d-5aec-93bc-9a7148f2a0c2","","Available"
"dmdvd","Cuba : the accidental revolution / produced, written and directed by Ray Burley ; produced by Canadian Broadcasting Corporation.","31293030744860","HC152.5 .C7983 2006 VideoDVD, 1","HC 3152.5 C7983 42006 VIDEODVD PT 11 11","HC152.5 .C7983 2006 VideoDVD","196802a9-7491-5a10-9c7c-8f8bfc65e7f2","","Available"
"dmdvd","The Power of Community : how Cuba survived Peak Oil / Community Service Inc. ; written and produced by Fatih Morgan, Eugene 'Pat' Murphy, Megan Quinn ; directed by Faith Morgan.","31293000000000","HC152.5.Z65 P6 2006 VideoDVD, 1","HC 3152.5 Z65 P6 42006 VIDEODVD 11","HC152.5.Z65 P6 2006 VideoDVD","47c64a97-8751-5bb9-98af-39baf11ebb56","","Available"
"dmdvd","Life and debt / produced and directed by Stephanie Black ; narration written by Jamaica Kincaid ; a Tuff Gong Pictures production.","31293032113569","HC154.Z9 E565x 2003 VideoDVD, 1","HC 3154 Z9 E565 X 42003 VIDEODVD 11","HC154.Z9 E565x 2003 VideoDVD","1112cd1f-3ecc-5163-b203-48a292d1448b","45376","Available"
"dmdvd","Manos a la obra : the story of Operation Bootstrap / a production of Centro de Estudios Puertorriquenos, City University of New York ; produced and directed by Pedro A. Rivera and Susan Zeig ; written by Pedro A. Rivera.","31293000000000","HC154.5 .M36 2005 VideoDVD, 1","HC 3154.5 M36 42005 VIDEODVD 11","HC154.5 .M36 2005 VideoDVD","8e1d64ed-f52f-5f91-8365-e4c407221773","","Available"
"dmdvd","El Puente sobre el Caribe : desarrollo econoÌmico en Puerto Rico = A bridge over the Caribbean : economic development in Puerto Rico / una produccioÌn del Centro de Investigaciones AcadeÌmicas de la Universidad del Sagrado CorazoÌn, Universidad  de Puerto Rico.","31293000000000","HC154.5 .P835 2006 VideoDVD, 1","HC 3154.5 P835 42006 VIDEODVD 11","HC154.5 .P835 2006 VideoDVD","2c74c09f-43ea-56d9-bd10-a4e9a18b83e3","","Available"
"dmdvd","The take / produced by Barna-Alper Productions Inc. and Klein Lewis Productions in co-production with the National Film Board of Canada and in association with the Canadian Broadcasting Corporation ; written by Naomi Klein ; directed by Avi Lewis.","31293000000000","HC173 .T354 2006 VideoDVD, 1","HC 3173 T354 42006 VIDEODVD 11","HC173 .T354 2006 VideoDVD","8aa42927-69c5-5392-a12b-2419694f3abd","","Available"
"dmdvd","The take / produced by Barna-Alper Productions Inc. and Klein Lewis Productions in co-production with the National Film Board of Canada and in association with the Canadian Broadcasting Corporation ; written by Naomi Klein ; directed by Avi Lewis.","31293000000000","HC173 .T354 2006 VideoDVD, 2","HC 3173 T354 42006 VIDEODVD 12","HC173 .T354 2006 VideoDVD","ff0deba6-b9d4-5fa8-a02e-7216f8e4a1b9","","Available"
"dmdvd","Throw a dime = Tire dieÌ.","31293000000000","HC178.S3 T47 2019 VideoDVD, 1","HC 3178 S3 T47 42019 VIDEODVD 11","HC178.S3 T47 2019 VideoDVD","63c45f2a-ad83-52a8-8e69-f83fbaf8c50b","","Available"
"dmsdv","La otra frontera : usos alternativos de recursos naturales en Bolivia.","31293000000000","HC182.5 .O87 2008, 1","HC 3182.5 O87 42008 VIDEODVD 11","HC182.5 .O87 2008","5585e02d-8fbd-52bb-9d49-a1fac41f0bb0","","Available"
"dmsdv","GestioÌn territorial, cambio climaÌtico y vivienda : comunidad originaria Antakahua Jira Jira, Ayllu Aransaya ""B"" de Marka Challa Lacuyo - Tapacari / equipo de investigacioÌn, Marina Sturich TamaiÌn [and 4 others].","31293000000000","HC183.C6 G48 2018, 1","HC 3183 C6 G48 42018 VIDEODVD 11 13 11","HC183.C6 G48 2018","92b19bde-56b8-55b3-ab56-59915a564074","","Available"
"dmsdv","Incidencia de los factores religioso-espirituales en proyectos de desarrollo : experiencia de trabajo con soluciones praÌcticas / basado en la investigacioÌn de: MoÌnica del Carpio CarrenÌƒo.","31293000000000","HC185.E44 C37 2017, 1","HC 3185 E44 C37 42017 VIDEODVD 11","HC185.E44 C37 2017","95e33b23-e01c-58d5-b8f4-3ba34368c568","","Available"
"dmdvd","Bay of All Saints / A Crowded Peninsula presents, in association with Milkhaus ; director, Annie Eastman ; produced by Davis Coombe and Diane Markrow.","31293000000000","HC189.S32 B39 2012 VideoDVD, 1","HC 3189 S32 B39 42012 VIDEODVD 11","HC189.S32 B39 2012 VideoDVD","a48d121b-1f4c-5f96-bc42-ac37f39db21f","","Available"
"dmdvd","Mixed blessings / a production of Thirteen/WNET New York by Animo Television and Stillwater Productions.","31293000000000","HC260.5.Z7 L53 2006 VideoDVD, 1","HC 3260.5 Z7 L53 42006 VIDEODVD 11","HC260.5.Z7 L53 2006 VideoDVD","90b9ffd2-bc9f-58e6-81d0-7f3f20d70802","","Available"
"dmdvd","EÌ‡ntuziazm : simfoniÍ¡ia DonÊ¹bassa / proizvodstvo KievskoiÌ† kino-fabriki ""UkrainfilÊ¹m"" ; autor-rezhisseÌˆr, Dziga Vertov.","31293021433903","HC335.4 .E58 2010 PAL VideoDVD, 1","HC 3335.4 E58 42010 PAL VIDEODVD DISCS 11 12 BOOKLET 11","HC335.4 .E58 2010 PAL VideoDVD","1718aaf1-7cd5-596f-8af8-7cdf1d5e60cd","","Available"
"dmsdv","Alwaleed : businessman, billionaire, prince / Riz Khan.","31293000000000","HC415.33 .K44 2005, 1","HC 3415.33 K44 42005 DVD ROM 11","HC415.33 .K44 2005","aca72fe4-b0b8-5880-bb82-db16c410ea45","","Available"
"dmdvd","Fu ping = Duckweed.","31293000000000","HC426.5.L58 F8 2008z VideoDVD, 1","HC 3426.5 L58 F8 42008Z VIDEODVD 11","HC426.5.L58 F8 2008z VideoDVD","8a59f42d-7f05-5f2f-bbd1-42e789dc7e72","","Available"
"dmdvd","Here is China / presented by United China Relief, Inc. ; narrated by Clifton Fadiman.","31293000000000","HC427.8 .H43 2008 VideoDVD, 1","HC 3427.8 H43 42008 VIDEODVD 11","HC427.8 .H43 2008 VideoDVD","d508e225-4ca3-51dc-bdbd-22cf73e56347","","Available"
"dmdvd","China on China. The comeback / author, Lisbet Schulz Contreras ; director, Lollo Jarnebrink ; produced in cooperation with NRK and SWR.","31293000000000","HC427.95 .C47 2014 VideoDVD, 1","HC 3427.95 C47 42014 VIDEODVD 11","HC427.95 .C47 2014 VideoDVD","fc7eb584-b13e-501c-995c-03b84b87334b","","Available"
"dmdvd","The Chinese bubble / director & research, Floris-Jan van Luyn.","31293000000000","HC427.95 .C473 2011 VideoDVD, 1","HC 3427.95 C473 42011 VIDEODVD 11","HC427.95 .C473 2011 VideoDVD","8e2f4301-6a4d-5dd3-a58c-a21d6817a225","","Available"
"dmdvd","Rich China : an emerging class of wealthy elites / ABC International.","31293000000000","HC427.95 .R53 2012 VideoDVD, 1","HC 3427.95 R53 42012 VIDEODVD 11","HC427.95 .R53 2012 VideoDVD","2563b3b7-02a1-587d-bcfd-7a10e4a92408","","Available"
"dmdvd","San / chu pin Shi na hua ren  wen hua chuan bo ; zhi pian ren Jiang Xianbin, Du Haibin ; dao yan Du Haibin = Umbrella-- / presented by CNEX ;  produced by Ben Tsiang, Du Haibin, Hsu Hsiao-Ming ;  director, Du Haibin.","31293032120960","HC427.95 .S26 2008 VideoDVD, 1","HC 3427.95 S26 42008 VIDEODVD 11","HC427.95 .S26 2008 VideoDVD","00dde3fe-dc7a-5043-b2d9-20eb8461943e","","Available"
"dmdvd","China leaps forward, 1958.","31293000000000","HC428.P4 C47 2010 VideoDVD, 1","HC 3428 P4 C47 42010 VIDEODVD 11","HC428.P4 C47 2010 VideoDVD","9380055a-d169-5cbb-8e3c-e71f60264cd9","","Available"
"dmdvd","China on China. Sun and wind but no water / author, Lisbet Schulz Contreras ; director, Lollo Jarnebrink ; produced in cooperation with NRK and SWR.","31293000000000","HC430.E5 C47 2014 VideoDVD, 1","HC 3430 E5 C47 42014 VIDEODVD 11","HC430.E5 C47 2014 VideoDVD","5ee001f1-2909-5aef-b71a-6ac6ac993c90","","Available"
"dmdvd","Sinews of freedom.","31293000000000","HC430.5 .S53 2008 VideoDVD, 1","HC 3430.5 S53 42008 VIDEODVD 11","HC430.5 .S53 2008 VideoDVD","5997c8cf-518e-55a5-86ea-3382c6310e5d","45612","Available"
"dmdvd","Mini dragons / an international co-production of MPT, NHK, Film Australia.","31293000000000","HC460.5 .M575 1991a VideoDVD, 1","HC 3460.5 M575 41991A VIDEODVD DISCS 11 14 11","HC460.5 .M575 1991a VideoDVD","f70b8b1e-5116-5dff-ba34-b651ed0ba523","","Available"
"dmdvd","Sites of Japan's Meiji industrial revolution : iron and steel, shipbuilding and coal mining = Meiji Nihon no sangyoÌ„ kakumei isan : seitetsu seikoÌ„, zoÌ„sen, sekitan sangyoÌ„ / presented by The World Heritage Council for the Sites of Japan's Meiji Industrial Revolution ; produced by Koko Kato ; production company, Kyodo Television, Ltd.","31293000000000","HC462 .K373 2017 VideoDVD, 1","HC 3462 K373 42017 VIDEODVD 11","HC462 .K373 2017 VideoDVD","46b9995c-5ea4-585d-9dac-d6613bfe6bb5","","Available"
"dmdvd","Japan tomorrow.","31293032597878","HC462.9 .J35 2009 VideoDVD, 1","HC 3462.9 J35 42009 VIDEODVD 11","HC462.9 .J35 2009 VideoDVD","1a523c37-127e-5315-9816-ae6769e2f5af","","Available"
"dmdvd","Comment l'Afrique finance-t-elle le deÌveloppement de l'Occident? / reÌalisation, Emmanuel SeÌ€deÌgan.","31293000000000","HC800 .C655 2011 VideoDVD, 1","HC 3800 C655 42011 VIDEODVD 11","HC800 .C655 2011 VideoDVD","432b353a-9e72-5bec-9986-4e86ab6c8cad","","Available"
"dmdvd","Le dialogue intergeÌneÌrationnel.","31293000000000","HC800 .D534 2009 PAL VideoDVD, 1","HC 3800 D534 42009 PAL VIDEODVD V 14 BOOKLET 11","HC800 .D534 2009 PAL VideoDVD","e94f0059-dc2a-59a4-9bd0-fdb013db88df","","Available"
"dmdvd","Nature of life : Africa's search for a sustainable future / NHU Africa presents ; a Foster Brothers film production ; executive producer, Sophie Vartan ; producer/director, Craig Foster, Damon Foster.","31293000000000","HC800.Z9 E54 2009 PAL VideoDVD, 1","HC 3800 Z9 E54 42009 PAL VIDEODVD 11","HC800.Z9 E54 2009 PAL VideoDVD","c7794342-8744-5546-b4a7-1b00002facf2","","Available"
"dmdvd","Makers and shapers of African development. Achieving regional integration in Africa  / Enigma Images presents an IDEP production.","31293000000000","HC800.Z9 E4453 2012 PAL VideoDVD, 1","HC 3800 Z9 E4453 42012 PAL VIDEODVD 11","HC800.Z9 E4453 2012 PAL VideoDVD","fc8a9761-9aec-5154-b863-3d40d11391f2","","Available"
"dmdvd","Makers and shapers of African development. Advocating for economic and social justice in Africa  / Enigma Images presents an IDEP production.","31293000000000","HC800.Z9 E44532 2012 PAL VideoDVD, 1","HC 3800 Z9 E44532 42012 PAL VIDEODVD 11","HC800.Z9 E44532 2012 PAL VideoDVD","f30faf0b-abd3-5109-a1a9-9c8ac5124549","","Available"
"dmdvd","Makers and shapers of African development. Planning for development / Enigma Images presents an IDEP production.","31293000000000","HC800.Z9 E44533 2012 PAL VideoDVD, 1","HC 3800 Z9 E44533 42012 PAL VIDEODVD 11","HC800.Z9 E44533 2012 PAL VideoDVD","94ca5c58-f3c1-5302-b4b2-a5e9cd05345e","","Available"
"dmdvd","Makers and shapers of African development. Economic development for a better Africa / Enigma Images presents an IDEP production.","31293000000000","HC800.Z9 E44534 2013 PAL VideoDVD, 1","HC 3800 Z9 E44534 42013 PAL VIDEODVD 11","HC800.Z9 E44534 2013 PAL VideoDVD","4507bf9b-a072-5d20-a0c1-5334ad3c8e0d","","Available"
"dmdvd","ASU panel discussion 2007 / African Student Union, Michigan State University.","31293029341827","HC800.Z9 P6245 2007 VideoDVD, 1","HC 3800 Z9 P6245 42007 VIDEODVD 11","HC800.Z9 P6245 2007 VideoDVD","19ad015b-f959-5e8d-bfbd-f6ac4fabe4bc","","Available"
"dmdvd","Milking the rhino / A co-production of David E. Simpson ; Kartemquin Educational Films ; the Independent Television Service (ITVS) ; executive producer, Gordon Quinn ; executive producer for ITVS, Sally Jo Fifer ; original concept, Jeannie R. Magill ; directed, produced, written and edited by David E. Simpson.","31293000000000","HC800.Z65 M55 2009 VideoDVD, 1","HC 3800 Z65 M55 42009 VIDEODVD 11","HC800.Z65 M55 2009 VideoDVD","a0d9773d-5ec7-5ec8-b5f0-3b6835cfe660","","Available"
"dmdvd","The Nile, our river : 180 million lives, one future / NBI and NBD present a Wild Dog film.","31293031512787","HC840.Z9 E5 2008 PAL VideoDVD, 1","HC 3840 Z9 E5 42008 PAL VIDEODVD 11","HC840.Z9 E5 2008 PAL VideoDVD","04dd0d9c-fea3-5b37-833c-adbac816c500","","Available"
"dmdvd","18th COMESA Heads of State and Government Summit : in Addis Ababa, Ethiopia, March 2015 : theme: inclusive and sustainable industrialization / a COMESA Public Relations production.","31293000000000","HC860.Z9 C663 2016 PAL VideoDVD, 1","HC 3860 Z9 C663 42016 PAL VIDEODVD 11","HC860.Z9 C663 2016 PAL VideoDVD","c3877a65-b4d5-5d0b-8d6f-08d5ff4b3e45","","Available"
"dmdvd","19th COMESA Heads of State and Governments Summit : Antananarivo, Madagascar, 18th-19th October 2016 / a COMESA Corporate Communications production.","31293000000000","HC860.Z9 C664 2017 PAL VideoDVD, 1","HC 3860 Z9 C664 42017 PAL VIDEODVD 11","HC860.Z9 C664 2017 PAL VideoDVD","542195eb-893c-5816-a851-b8933cd52034","","Available"
"dmdvd","Kikulacho = The bite within / produced by A24 Media, Camerapix and TI-Kenya ; a film by Transparency International Kenya ; written and directed by Murad Rayani ; executive producer, Salim Amin ; assistant producer, Lawrence Mweresa.","31293034831200","HC865 .K54 2010 PAL VideoDVD, 1","HC 3865 K54 42010 PAL VIDEODVD 11","HC865 .K54 2010 PAL VideoDVD","13887064-294f-5239-8936-0ab521d8987b","","Available"
"dmsdv","A transfer out of poverty : poverty, equality, and growth : the role of social transfers : a handbook for parliamentarians / SADC Parliamentary Forum.","31293000000000","HC900.Z9 I518 2010, 1","HC 3900 Z9 I518 42010 VIDEODVD 11 12 11","HC900.Z9 I518 2010","3ba46b22-0578-51fb-8525-3ed1c3fbc97f","","Available"
"dmdvd","An event to commemorate the world at 7 billion ... : counting on each other : 31st October 2011.","31293000000000","HC935.Z7 M363 2011 PAL VideoDVD, 1","HC 3935 Z7 M363 42011 PAL VIDEODVD 11","HC935.Z7 M363 2011 PAL VideoDVD","3a2b0307-296e-5e49-b235-1216adb14b85","","Available"
"dmdvd","Angola : saudades from the one who loves you / in association with YLE TV 2 Documentaries ; a Luna Films and On Land Productions Film.","31293000000000","HC950 .A546 2005 VideoDVD, 1","HC 3950 A546 42005 VIDEODVD 11","HC950 .A546 2005 VideoDVD","9e680289-1631-59b1-84b8-efc3e90406d2","","Available"
"dmdvd","Congo in four acts / produced by Djo Tunda & Steven Markovitz.","31293000000000","HC955 .C65 2010 VideoDVD, 1","HC 3955 C65 42010 VIDEODVD 11","HC955 .C65 2010 VideoDVD","35b39984-6b25-5fc0-8ad5-3d2108983287","","Available"
"dmdvd","Katanga business / Christine Pireaux, Les Films de la Passerelle, et Serge Lalou, Les Film d'Ici ; un film de Thierry Michel.","31293000000000","HC955.Z7 K3849 2009 Region 2 PAL VideoDVD, 1","HC 3955 Z7 K3849 42009 REGION 12 PAL VIDEODVD 11","HC955.Z7 K3849 2009 Region 2 PAL VideoDVD","4f2cac87-46dc-5ade-89dc-07b02eaf0612","","Available"
"dmdvd","Le Mali : l'avenir en construction / SPI Productions ; Roger Gotsman preÌsente.","31293000000000","HC1035.Z9 E443 2007 VideoDVD, 1","HC 41035 Z9 E443 42007 VIDEODVD 11","HC1035.Z9 E443 2007 VideoDVD","f05b20b7-5d8d-5bbb-a057-4c30b040eaaa","","Available"
"dmdvd","Clockwork / a film from California Newsreel ; producer/director, Eric Breitbart.","31293000000000","HD30.5 .C56 1982 VideoDVD, 1","HD 230.5 C56 41982 VIDEODVD 11","HD30.5 .C56 1982 VideoDVD","5c2cc2a8-69f3-5d6e-b0eb-9e995c2068db","","Available"
"dmdvd","Change management in large organizations : smoking laws, a case study / directed by Nick Hayward, Kurt Breitenmoser ; written by Katrina Kyredis ; produced by Katrina Kyredis, Kurt Breitenmoser ; VEA.","31293000000000","HD30.28 .C463 2008 VideoDVD, 1","HD 230.28 C463 42008 VIDEODVD 11","HD30.28 .C463 2008 VideoDVD","e166de26-8a30-5872-9fce-d906d8c34e69","","Available"
"dmsdv","Inovar para prosperar : alinhando recursos e accÌ§oÌƒes para atingir metas / Juliana Evangelista de Jesus.","31293000000000","HD37.P63 J47 2009, 1","HD 237 P63 J47 42009 VIDEODVD 11","HD37.P63 J47 2009","e5197827-9295-5ff1-99cb-6565c2a95a0b","","Available"
"dmdvd","Soufra / Rebelhouse Group, Pilgrim Media Group, and Big 9 Productions present a Thomas Morgan film ; directed by Thomas Morgan.","31293000000000","HD60.5.L4 S684 2018 Blu-ray Video, 1","HD 260.5 L4 S684 42018 BLU RAY VIDEO DISC BOOKLET 11","HD60.5.L4 S684 2018 Blu-ray Video","685721c0-12eb-5149-be03-48b0d58df32d","","Available"
"dmdvd","Teams that work.","31293000000000","HD66 .T434 2006 VideoDVD, 1","HD 266 T434 42006 VIDEODVD 11","HD66 .T434 2006 VideoDVD","fecc4b29-c91d-597a-86b3-2dd643229d03","","Available"
"dmdvd","Influence at work : how to build effective relationships and allies.","31293000000000","HD69.S8 I54 2007 VideoDVD, 1","HD 269 S8 I54 42007 VIDEODVD 11","HD69.S8 I54 2007 VideoDVD","b54b1f6f-324a-56ce-8f4d-6c29e3078af4","","Available"
"dmdvd","In search of excellence / a John Nathan & Sam Tyler production ; produced, written, and directed by John Nathan ; executive producers, John Nathan and Sam Tyler.","31293031497245","HD70.U5 P4242 2000z VideoDVD, 1","HD 270 U5 P4242 42000Z VIDEODVD 11","HD70.U5 P4242 2000z VideoDVD","10ffacff-8773-51a5-b1b8-dad8a92af385","","Available"
"dmdvd","GrowthBusters : hooked on growth / producer/director/writer, Dave Gardner ; Citizen-Powered Media presents.","31293000000000","HD75.6 .G76 2011 VideoDVD, 1","HD 275.6 G76 42011 VIDEODVD 11","HD75.6 .G76 2011 VideoDVD","facd488e-e398-5e1f-999d-63f5c9157b3b","","Available"
"dmdvd","Commanding heights : the battle for the world economy / an Invision Productions Limited production in association with Heights Productions, Inc. and WGBH Boston, with the assistance of Lion Television Limited ; series producer, William Cran.","31293000000000","HD87 .C66 2002 VideoDVD, 1","HD 287 C66 42002 VIDEODVD PT 12 11","HD87 .C66 2002 VideoDVD","60b4939a-1cc5-59ea-940d-d8a4f81ca8cc","","Available"
"dmdvd","Commanding heights : the battle for the world economy / an Invision Productions Limited production in association with Heights Productions, Inc. and WGBH Boston, with the assistance of Lion Television Limited ; series producer, William Cran.","31293000000000","HD87 .C66 2002 VideoDVD, 1","HD 287 C66 42002 VIDEODVD PT 11 11","HD87 .C66 2002 VideoDVD","6b7a7332-4eba-5731-a0e4-828504cc0e65","","Available"
"dmdvd","Commanding heights : the battle for the world economy / an Invision Productions Limited production in association with Heights Productions, Inc. and WGBH Boston, with the assistance of Lion Television Limited ; series producer, William Cran.","31293000000000","HD87 .C66 2002 VideoDVD, 1","HD 287 C66 42002 VIDEODVD PT 13 11","HD87 .C66 2002 VideoDVD","e5474123-52c4-5941-8b20-2224b6dfbb35","","Available"
"dmdvd","Commanding heights : the battle for the world economy / an Invision Productions Limited production in association with Heights Productions, Inc. and WGBH Boston, with the assistance of Lion Television Limited ; series producer, William Cran.","31293000000000","HD87 .C66 2003 VideoDVD, 1","HD 287 C66 42003 VIDEODVD DVD 13 11","HD87 .C66 2003 VideoDVD","3c21a860-cce2-5e3d-b688-1bf456d3a5c2","45944","Available"
"dmdvd","Commanding heights : the battle for the world economy / an Invision Productions Limited production in association with Heights Productions, Inc. and WGBH Boston, with the assistance of Lion Television Limited ; series producer, William Cran.","31293000000000","HD87 .C66 2003 VideoDVD, 1","HD 287 C66 42003 VIDEODVD DVD 12 11","HD87 .C66 2003 VideoDVD","97f72082-5b39-5268-92fe-0c9dcbf85551","45944","Available"
